"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"AYLA","Ayala Pharmaceuticals, Inc.","13.15","$168.05M","2020","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/ayla",
"AYRO","AYRO, Inc.","4.48","$99.98M","n/a","Consumer Services","Telecommunications Equipment","https://old.nasdaq.com/symbol/ayro",
"AYTU","Aytu BioScience, Inc.","1.37","$165.24M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/aytu",
"AZRX","AzurRx BioPharma, Inc.","0.97","$27.36M","2016","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/azrx",
"BCOM","B Communications Ltd.","2.1","$244.26M","n/a","Consumer Services","Telecommunications Equipment","https://old.nasdaq.com/symbol/bcom",
"RILY","B. Riley Financial, Inc.","24.25","$626.31M","n/a","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/rily",
"RILYG","B. Riley Financial, Inc.","22.62","n/a","n/a","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/rilyg",
"RILYH","B. Riley Financial, Inc.","24.43","n/a","n/a","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/rilyh",
"RILYI","B. Riley Financial, Inc.","23.43","n/a","n/a","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/rilyi",
"RILYM","B. Riley Financial, Inc.","22.66","n/a","n/a","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/rilym",
"RILYN","B. Riley Financial, Inc.","22.8","n/a","n/a","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/rilyn",
"RILYO","B. Riley Financial, Inc.","23.09","n/a","n/a","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/rilyo",
"RILYP","B. Riley Financial, Inc.","22.2385","n/a","n/a","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/rilyp",
"RILYZ","B. Riley Financial, Inc.","22.9","n/a","n/a","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/rilyz",
"BOSC","B.O.S. Better Online Solutions","2.91","$12.39M","n/a","Technology","Computer Communications Equipment","https://old.nasdaq.com/symbol/bosc",
"BIDU","Baidu, Inc.","119.82","$41.3B","2005","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/bidu",
"BCPC","Balchem Corporation","99.43","$3.21B","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/bcpc",
"BLDP","Ballard Power Systems, Inc.","14.88","$3.63B","n/a","Energy","Industrial Machinery/Components","https://old.nasdaq.com/symbol/bldp",
"BANF","BancFirst Corporation","46.76","$1.53B","1993","Finance","Major Banks","https://old.nasdaq.com/symbol/banf",
"BANFP","BancFirst Corporation","28.84","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/banfp",
"BCTF","Bancorp 34, Inc.","11.11","$35.65M","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/bctf",
"BAND","Bandwidth Inc.","147.12","$3.48B","2017","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/band",
"BFC","Bank First Corporation","63.18","$488.54M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/bfc",
"BOCH","Bank of Commerce Holdings (CA)","7.9","$132.24M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/boch",
"BMRC","Bank of Marin Bancorp","32.61","$443.23M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/bmrc",
"BMLP","Bank Of Montreal","31.65","n/a","n/a","Finance","Commercial Banks","https://old.nasdaq.com/symbol/bmlp",
"BKSC","Bank of South Carolina Corp.","16.9","$93.47M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/bksc",
"BOTJ","Bank of the James Financial Group, Inc.","10.925","$47.41M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/botj",
"OZK","Bank OZK","24.71","$3.2B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/ozk",
"BSVN","Bank7 Corp.","9.89","$91.25M","2018","Finance","Major Banks","https://old.nasdaq.com/symbol/bsvn",
"BFIN","BankFinancial Corporation","7.64","$114.92M","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/bfin",
"BWFG","Bankwell Financial Group, Inc.","15.86","$124.84M","2014","Finance","Major Banks","https://old.nasdaq.com/symbol/bwfg",
"BANR","Banner Corporation","36.5","$1.28B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/banr",
"BZUN","Baozun Inc.","40.43","$2.55B","2015","Consumer Services","Catalog/Specialty Distribution","https://old.nasdaq.com/symbol/bzun",
"DFVL","Barclays PLC","76.475","$5.45M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dfvl",
"DFVS","Barclays PLC","11.785","$1.61M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dfvs",
"DTUL","Barclays PLC","74.37","$6.17M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dtul",
"DTUS","Barclays PLC","21.77","$2.8M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dtus",
"DTYL","Barclays PLC","98.515","$6.28M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dtyl",
"FLAT","Barclays PLC","71.19","$4.87M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/flat",
"STPP","Barclays PLC","24.24","$3.56M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/stpp",
"TAPR","Barclays PLC","67.93","$41.21M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/tapr",
"BBSI","Barrett Business Services, Inc.","52.99","$399.39M","1993","Technology","Professional Services","https://old.nasdaq.com/symbol/bbsi",
"GOLD","Barrick Gold Corporation","28.78","$51.17B","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/gold",
"BSET","Bassett Furniture Industries, Incorporated","8.59","$85.86M","n/a","Consumer Durables","Home Furnishings","https://old.nasdaq.com/symbol/bset",
"ZTEST","BATS BZX Exchange","10.1","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ztest",
"BXRX","Baudax Bio, Inc.","3.15","$55.35M","n/a","Health Care","Misc Health and Biotechnology Services","https://old.nasdaq.com/symbol/bxrx",
"BCML","BayCom Corp","11.4","$135.32M","2018","Finance","Major Banks","https://old.nasdaq.com/symbol/bcml",
"BBQ","BBQ Holdings, Inc. ","3.22","$29.89M","n/a","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/bbq",
"BCBP","BCB Bancorp, Inc. (NJ)","8.37","$144.51M","2005","Finance","Savings Institutions","https://old.nasdaq.com/symbol/bcbp",
"BECN","Beacon Roofing Supply, Inc.","30.91","$2.14B","2004","Consumer Services","RETAIL: Building Materials","https://old.nasdaq.com/symbol/becn",
"BEAM","Beam Therapeutics Inc.","20.56","$1.06B","2020","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/beam",
"BBGI","Beasley Broadcast Group, Inc.","1.78","$52.15M","2000","Consumer Services","Broadcasting","https://old.nasdaq.com/symbol/bbgi",
"BBBY","Bed Bath & Beyond Inc.","10.85","$1.38B","1992","Consumer Services","Home Furnishings","https://old.nasdaq.com/symbol/bbby",
"BGNE","BeiGene, Ltd.","208.5","$18.66B","2016","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/bgne",
"BELFA","Bel Fuse Inc.","11.045","$135.47M","n/a","Capital Goods","Electrical Products","https://old.nasdaq.com/symbol/belfa",
"BELFB","Bel Fuse Inc.","10.99","$134.8M","n/a","Capital Goods","Electrical Products","https://old.nasdaq.com/symbol/belfb",
"BLPH","Bellerophon Therapeutics, Inc.","13.04","$123.85M","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/blph",
"BLCM","Bellicum Pharmaceuticals, Inc.","7.02","$35.45M","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/blcm",
"BLU","BELLUS Health Inc.","2.45","$147.61M","2019","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/blu",
"BNFT","Benefitfocus, Inc.","10.55","$338.73M","2013","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/bnft",
"BFYT","Benefytt Technologies, Inc.","30.9","$440.49M","2013","Finance","Specialty Insurers","https://old.nasdaq.com/symbol/bfyt",
"BNTC","Benitec Biopharma Inc.","7.6844","$3.7B","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/bntc",
"BLI","Berkeley Lights, Inc.","59","$3.71B","2020","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://old.nasdaq.com/symbol/bli",
"BRY","Berry Corporation (bry)","5.02","$400.39M","2018","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/bry",
"BWMX","Betterware de Mexico, S.A.P.I de C.V.","8.3193","$286.61M","n/a","Consumer Services","Catalog/Specialty Distribution","https://old.nasdaq.com/symbol/bwmx",
"XAIR","Beyond Air, Inc.","6.03","$101.55M","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/xair",
"BYND","Beyond Meat, Inc.","126.68","$7.88B","2019","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/bynd",
"BYSI","BeyondSpring, Inc.","11.6","$349.26M","2017","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/bysi",
"BGCP","BGC Partners, Inc.","2.68","$958.19M","n/a","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/bgcp",
"BCYC","Bicycle Therapeutics plc","16.25","$293.92M","2019","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/bcyc",
"BGFV","Big 5 Sporting Goods Corporation","6.58","$143.64M","2002","Consumer Services","Other Specialty Stores","https://old.nasdaq.com/symbol/bgfv",
"BRPA","Big Rock Partners Acquisition Corp.","10.75","$29.2M","2017","Finance","Business Services","https://old.nasdaq.com/symbol/brpa",
"BRPAR","Big Rock Partners Acquisition Corp.","0.3103","n/a","2017","Finance","Business Services","https://old.nasdaq.com/symbol/brpar",
"BRPAU","Big Rock Partners Acquisition Corp.","13.4428","n/a","2017","Finance","Business Services","https://old.nasdaq.com/symbol/brpau",
"BRPAW","Big Rock Partners Acquisition Corp.","0.28","n/a","2017","Finance","Business Services","https://old.nasdaq.com/symbol/brpaw",
"BILI","Bilibili Inc.","41.77","$14.43B","2018","Technology","EDP Services","https://old.nasdaq.com/symbol/bili",
"BASI","Bioanalytical Systems, Inc.","5.46","$59.32M","1997","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://old.nasdaq.com/symbol/basi",
"BCDA","BioCardia, Inc.","2.44","$30.07M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/bcda",
"BCDAW","BioCardia, Inc.","0.56","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/bcdaw",
"BIOC","Biocept, Inc.","0.6666","$87.39M","2014","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/bioc",
"BCRX","BioCryst Pharmaceuticals, Inc.","4.22","$744.41M","1994","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/bcrx",
"BDSI","BioDelivery Sciences International, Inc.","4.14","$414.68M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/bdsi",
"BFRA","Biofrontera AG","5.9973","$134.49M","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/bfra",
"BIIB","Biogen Inc.","277.36","$43.91B","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/biib",
"BHTG","BioHiTech Global, Inc.","1.75","$30.52M","n/a","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/bhtg",
"BKYI","BIO-key International, Inc.","0.7","$39.41M","n/a","Technology","Computer Communications Equipment","https://old.nasdaq.com/symbol/bkyi",
"BIOL","Biolase, Inc.","0.4175","$21.02M","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/biol",
"BLFS","BioLife Solutions, Inc.","19.51","$623.02M","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://old.nasdaq.com/symbol/blfs",
"BLRX","BioLineRx Ltd.","2.12","$41.9M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/blrx",
"BMRN","BioMarin Pharmaceutical Inc.","120.53","$21.8B","1999","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/bmrn",
"BMRA","Biomerica, Inc.","8.92","$104.83M","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/bmra",
"BNGO","Bionano Genomics, Inc.","0.7454","$62.55M","2018","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://old.nasdaq.com/symbol/bngo",
"BNGOW","Bionano Genomics, Inc.","0.2899","n/a","2018","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://old.nasdaq.com/symbol/bngow",
"BVXV","BiondVax Pharmaceuticals Ltd.","32.38","$373.04M","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/bvxv",
"BNTX","BioNTech SE","82.5","$19.2B","2019","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/bntx",
"BPTH","Bio-Path Holdings, Inc.","5.24","$19.35M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/bpth",
"BSGM","BioSig Technologies, Inc.","8.27","$234.39M","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://old.nasdaq.com/symbol/bsgm",
"BSTC","BioSpecifics Technologies Corp","62.51","$459.13M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/bstc",
"TECH","Bio-Techne Corp","274.35","$10.49B","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/tech",
"BEAT","BioTelemetry, Inc.","42.48","$1.45B","2008","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/beat",
"BIVI","BioVie Inc.","13.5","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bivi",
"BTAI","BioXcel Therapeutics, Inc.","47.9","$968.12M","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/btai",
"BJRI","BJ&#39;s Restaurants, Inc.","21.29","$473.94M","n/a","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/bjri",
"BDTX","Black Diamond Therapeutics, Inc.","28.44","$1.02B","2020","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/bdtx",
"BLKB","Blackbaud, Inc.","56.55","$2.81B","2004","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/blkb",
"BL","BlackLine, Inc.","87.33","$4.92B","2016","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/bl",
"BKCC","BlackRock Capital Investment Corporation","2.34","$159.45M","2007","n/a","n/a","https://old.nasdaq.com/symbol/bkcc",
"TCPC","BlackRock TCP Capital Corp.","9.85","$569M","2012","n/a","n/a","https://old.nasdaq.com/symbol/tcpc",
"BLNK","Blink Charging Co.","9.62","$297.76M","n/a","Consumer Durables","Electrical Products","https://old.nasdaq.com/symbol/blnk",
"BLNKW","Blink Charging Co.","5.68","n/a","n/a","Consumer Durables","Electrical Products","https://old.nasdaq.com/symbol/blnkw",
"BLMN","Bloomin&#39; Brands, Inc.","11.92","$1.04B","2012","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/blmn",
"BCOR","Blucora, Inc.","12.08","$578.02M","n/a","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/bcor",
"BLBD","Blue Bird Corporation","13.15","$355.41M","2014","Capital Goods","Construction/Ag Equipment/Trucks","https://old.nasdaq.com/symbol/blbd",
"BHAT","Blue Hat Interactive Entertainment Technology","1.31","$46.03M","2019","Consumer Non-Durables","Recreational Products/Toys","https://old.nasdaq.com/symbol/bhat",
"BLUE","bluebird bio, Inc.","62.34","$3.47B","2013","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/blue",
"BLCT","BlueCity Holdings Limited","18.08","$644.58M","2020","Technology","EDP Services","https://old.nasdaq.com/symbol/blct",
"BKEP","Blueknight Energy Partners L.P., L.L.C.","1.4","$57.45M","2011","Energy","Natural Gas Distribution","https://old.nasdaq.com/symbol/bkep",
"BKEPP","Blueknight Energy Partners L.P., L.L.C.","5.78","n/a","n/a","Energy","Natural Gas Distribution","https://old.nasdaq.com/symbol/bkepp",
"BPMC","Blueprint Medicines Corporation","73.75","$4B","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/bpmc",
"ITEQ","BlueStar Israel Technology ETF","51.6379","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/iteq",
"BMCH","BMC Stock Holdings, Inc.","26.06","$1.75B","2013","Consumer Services","RETAIL: Building Materials","https://old.nasdaq.com/symbol/bmch",
"BSBK","Bogota Financial Corp.","8.4","$110.52M","2020","Finance","Banks","https://old.nasdaq.com/symbol/bsbk",
"WIFI","Boingo Wireless, Inc.","14.56","$645.38M","2011","Consumer Services","Telecommunications Equipment","https://old.nasdaq.com/symbol/wifi",
"BOKF","BOK Financial Corporation","57.37","$4.03B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/bokf",
"BOKFL","BOK Financial Corporation","25.85","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/bokfl",
"BNSO","Bonso Electronics International, Inc.","2.51","$11.62M","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/bnso",
"BKNG","Booking Holdings Inc.","1707.54","$69.89B","n/a","Consumer Services","Transportation Services","https://old.nasdaq.com/symbol/bkng",
"BIMI","BOQI International Medical Inc.","1.91","$19.83M","n/a","Capital Goods","Metal Fabrications","https://old.nasdaq.com/symbol/bimi",
"BRQS","Borqs Technologies, Inc. ","1.14","$45.75M","2015","Technology","EDP Services","https://old.nasdaq.com/symbol/brqs",
"BOMN","Boston Omaha Corporation","15.93","$433.79M","n/a","Finance","Real Estate","https://old.nasdaq.com/symbol/bomn",
"BPFH","Boston Private Financial Holdings, Inc.","6.155","$503.48M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/bpfh",
"EPAY","Bottomline Technologies, Inc.","49.18","$2.16B","1999","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/epay",
"BOXL","Boxlight Corporation","2.3","$73.27M","2017","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/boxl",
"BBRX","Braeburn Pharmaceuticals, Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bbrx",
"BCLI","Brainstorm Cell Therapeutics Inc.","13.89","$408.93M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/bcli",
"BWAY","Brainsway Ltd.","6.04","$67.2M","2019","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/bway",
"BCTX","BriaCell Therapeutics Corp.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bctx",
"BBI","Brickell Biotech, Inc.","0.93","$22.75M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/bbi",
"BDGE","Bridge Bancorp, Inc.","18.61","$367.25M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/bdge",
"BBIO","BridgeBio Pharma, Inc.","28.98","$3.52B","2019","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/bbio",
